NUMERO;OPERADOR
928005504;"SIN OPERADOR"
928005505;"SIN OPERADOR"
928005506;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928005507;"SIN OPERADOR"
928005508;"SIN OPERADOR"
928005509;"SIN OPERADOR"
928005510;"SIN OPERADOR"
928005511;"SIN OPERADOR"
928005512;"SIN OPERADOR"
928005513;"SIN OPERADOR"
928005514;"SIN OPERADOR"
928005515;"SIN OPERADOR"
928005516;"SIN OPERADOR"
928005517;"SIN OPERADOR"
928005518;"SIN OPERADOR"
928005519;"SIN OPERADOR"
928005520;"SIN OPERADOR"
928005521;"SIN OPERADOR"
928005522;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928005523;"SIN OPERADOR"
928005524;"SIN OPERADOR"
928005525;"SIN OPERADOR"
928005526;"SIN OPERADOR"
928005527;"SIN OPERADOR"
928005528;"SIN OPERADOR"
928005529;"SIN OPERADOR"
928005530;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928005531;"SIN OPERADOR"
928005532;"SIN OPERADOR"
928005533;"SIN OPERADOR"
928005534;"SIN OPERADOR"
928005535;"SIN OPERADOR"
928005536;"SIN OPERADOR"
928005537;"SIN OPERADOR"
928005538;"SIN OPERADOR"
928005539;"SIN OPERADOR"
928005540;"SIN OPERADOR"
928005541;"SIN OPERADOR"
928005542;"SIN OPERADOR"
928005543;"SIN OPERADOR"
928005544;"SIN OPERADOR"
928005545;"SIN OPERADOR"
928005546;"SIN OPERADOR"
928005547;"SIN OPERADOR"
928005548;"SIN OPERADOR"
928005549;"SIN OPERADOR"
928005550;"SIN OPERADOR"
928005551;"SIN OPERADOR"
928005552;"SIN OPERADOR"
928005553;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928005554;"SIN OPERADOR"
928005555;"SIN OPERADOR"
928005556;"SIN OPERADOR"
928005557;"SIN OPERADOR"
928005558;"SIN OPERADOR"
928005559;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928005560;"SIN OPERADOR"
928005561;"SIN OPERADOR"
928005562;"SIN OPERADOR"
928005563;"SIN OPERADOR"
928005564;"SIN OPERADOR"
928005565;"SIN OPERADOR"
928005566;"SIN OPERADOR"
928005567;"SIN OPERADOR"
928005568;"SIN OPERADOR"
928005569;"SIN OPERADOR"
928005570;"SIN OPERADOR"
928005571;"SIN OPERADOR"
928005572;"SIN OPERADOR"
928005573;"SIN OPERADOR"
928005574;"SIN OPERADOR"
928005575;"SIN OPERADOR"
928005576;"SIN OPERADOR"
928005577;"SIN OPERADOR"
928005578;"SIN OPERADOR"
928005579;"SIN OPERADOR"
928005580;"SIN OPERADOR"
928005581;"SIN OPERADOR"
928005582;"SIN OPERADOR"
928005583;"SIN OPERADOR"
928005584;"SIN OPERADOR"
928005585;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928005586;"SIN OPERADOR"
928005587;"SIN OPERADOR"
928005588;"SIN OPERADOR"
928005589;"SIN OPERADOR"
928005590;"SIN OPERADOR"
928005591;"SIN OPERADOR"
928005592;"SIN OPERADOR"
928005593;"SIN OPERADOR"
928005594;"SIN OPERADOR"
928005595;"SIN OPERADOR"
928005596;"SIN OPERADOR"
928005597;"SIN OPERADOR"
928005598;"SIN OPERADOR"
928005599;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928005600;"SIN OPERADOR"
928005601;"SIN OPERADOR"
928005602;"SIN OPERADOR"
928005603;"SIN OPERADOR"
928005604;"SIN OPERADOR"
928005605;"SIN OPERADOR"
928005606;"SIN OPERADOR"
928005607;"SIN OPERADOR"
928005608;"SIN OPERADOR"
928005609;"SIN OPERADOR"
928005610;"SIN OPERADOR"
928005611;"SIN OPERADOR"
928005612;"SIN OPERADOR"
928005613;"SIN OPERADOR"
928005614;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928005615;"SIN OPERADOR"
928005616;"SIN OPERADOR"
928005617;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928005618;"SIN OPERADOR"
928005619;"SIN OPERADOR"
928005620;"SIN OPERADOR"
928005621;"SIN OPERADOR"
928005622;"SIN OPERADOR"
928005623;"SIN OPERADOR"
928005624;"SIN OPERADOR"
928005625;"SIN OPERADOR"
928005626;"SIN OPERADOR"
928005627;"SIN OPERADOR"
928005628;"SIN OPERADOR"
928005629;"SIN OPERADOR"
928005630;"SIN OPERADOR"
928005631;"SIN OPERADOR"
928005632;"SIN OPERADOR"
928005633;"SIN OPERADOR"
928005634;"SIN OPERADOR"
928005635;"SIN OPERADOR"
928005636;"SIN OPERADOR"
928005637;"SIN OPERADOR"
928005638;"SIN OPERADOR"
928005639;"SIN OPERADOR"
928005640;"SIN OPERADOR"
928005641;"SIN OPERADOR"
928005642;"SIN OPERADOR"
928005643;"SIN OPERADOR"
928005644;"SIN OPERADOR"
928005645;"SIN OPERADOR"
928005646;"SIN OPERADOR"
928005647;"SIN OPERADOR"
928005648;"SIN OPERADOR"
928005649;"SIN OPERADOR"
928005650;"SIN OPERADOR"
928005651;"SIN OPERADOR"
928005652;"SIN OPERADOR"
928005653;"SIN OPERADOR"
928005654;"SIN OPERADOR"
928005655;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928005656;"SIN OPERADOR"
928005657;"SIN OPERADOR"
928005658;"SIN OPERADOR"
928005659;"SIN OPERADOR"
928005660;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928005661;"SIN OPERADOR"
928005662;"SIN OPERADOR"
928005663;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928005664;"SIN OPERADOR"
928005665;"SIN OPERADOR"
928005666;"SIN OPERADOR"
928005667;"SIN OPERADOR"
928005668;"SIN OPERADOR"
928005669;"SIN OPERADOR"
928005670;"SIN OPERADOR"
928005671;"SIN OPERADOR"
928005672;"SIN OPERADOR"
928005673;"SIN OPERADOR"
928005674;"SIN OPERADOR"
928005675;"SIN OPERADOR"
928005676;"SIN OPERADOR"
928005677;"SIN OPERADOR"
928005678;"SIN OPERADOR"
928005679;"SIN OPERADOR"
928005680;"SIN OPERADOR"
928005681;"SIN OPERADOR"
928005682;"SIN OPERADOR"
928005683;"SIN OPERADOR"
928005684;"SIN OPERADOR"
928005685;"SIN OPERADOR"
928005686;"SIN OPERADOR"
928005687;"SIN OPERADOR"
928005688;"SIN OPERADOR"
928005689;"SIN OPERADOR"
928005690;"SIN OPERADOR"
928005691;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928005692;"SIN OPERADOR"
928005693;"SIN OPERADOR"
928005694;"SIN OPERADOR"
928005695;"SIN OPERADOR"
928005696;"SIN OPERADOR"
928005697;"SIN OPERADOR"
928005698;"SIN OPERADOR"
928005699;"SIN OPERADOR"
928005700;"SIN OPERADOR"
928005701;"SIN OPERADOR"
928005702;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928005703;"SIN OPERADOR"
928005704;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928005705;"SIN OPERADOR"
928005706;"SIN OPERADOR"
928005707;"SIN OPERADOR"
928005708;"SIN OPERADOR"
928005709;"SIN OPERADOR"
928005710;"SIN OPERADOR"
928005711;"SIN OPERADOR"
928005712;"SIN OPERADOR"
928005713;"SIN OPERADOR"
928005714;"SIN OPERADOR"
928005715;"SIN OPERADOR"
928005716;"SIN OPERADOR"
928005717;"SIN OPERADOR"
928005718;"SIN OPERADOR"
928005719;"SIN OPERADOR"
928005720;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928005721;"SIN OPERADOR"
928005722;"SIN OPERADOR"
928005723;"SIN OPERADOR"
928005724;"SIN OPERADOR"
928005725;"SIN OPERADOR"
928005726;"SIN OPERADOR"
928005727;"SIN OPERADOR"
928005728;"SIN OPERADOR"
928005729;"SIN OPERADOR"
928005730;"SIN OPERADOR"
928005731;"SIN OPERADOR"
928005732;"SIN OPERADOR"
928005733;"SIN OPERADOR"
928005734;"SIN OPERADOR"
928005735;"SIN OPERADOR"
928005736;"SIN OPERADOR"
928005737;"SIN OPERADOR"
928005738;"SIN OPERADOR"
928005739;"SIN OPERADOR"
928005740;"SIN OPERADOR"
928005741;"SIN OPERADOR"
928005742;"SIN OPERADOR"
928005743;"SIN OPERADOR"
928005744;"SIN OPERADOR"
928005745;"SIN OPERADOR"
928005746;"SIN OPERADOR"
928005747;"SIN OPERADOR"
928005748;"SIN OPERADOR"
928005749;"SIN OPERADOR"
928005750;"SIN OPERADOR"
928005751;"SIN OPERADOR"
928005752;"SIN OPERADOR"
928005753;"SIN OPERADOR"
928005754;"SIN OPERADOR"
928005755;"SIN OPERADOR"
928005756;"SIN OPERADOR"
928005757;"SIN OPERADOR"
928005758;"SIN OPERADOR"
928005759;"SIN OPERADOR"
928005760;"SIN OPERADOR"
928005761;"SIN OPERADOR"
928005762;"SIN OPERADOR"
928005763;"SIN OPERADOR"
928005764;"SIN OPERADOR"
928005765;"SIN OPERADOR"
928005766;"SIN OPERADOR"
928005767;"SIN OPERADOR"
928005768;"SIN OPERADOR"
928005769;"SIN OPERADOR"
928005770;"SIN OPERADOR"
928005771;"SIN OPERADOR"
928005772;"SIN OPERADOR"
928005773;"SIN OPERADOR"
928005774;"SIN OPERADOR"
928005775;"SIN OPERADOR"
928005776;"SIN OPERADOR"
928005777;"SIN OPERADOR"
928005778;"SIN OPERADOR"
928005779;"SIN OPERADOR"
928005780;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928005781;"SIN OPERADOR"
928005782;"SIN OPERADOR"
928005783;"SIN OPERADOR"
928005784;"SIN OPERADOR"
928005785;"SIN OPERADOR"
928005786;"SIN OPERADOR"
928005787;"SIN OPERADOR"
928005788;"SIN OPERADOR"
928005789;"SIN OPERADOR"
928005790;"SIN OPERADOR"
928005791;"SIN OPERADOR"
928005792;"SIN OPERADOR"
928005793;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928005794;"SIN OPERADOR"
928005795;"SIN OPERADOR"
928005796;"SIN OPERADOR"
928005797;"SIN OPERADOR"
928005798;"SIN OPERADOR"
928005799;"SIN OPERADOR"
928005800;"SIN OPERADOR"
928005801;"SIN OPERADOR"
928005802;"SIN OPERADOR"
928005803;"SIN OPERADOR"
928005804;"SIN OPERADOR"
928005805;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928005806;"SIN OPERADOR"
928005807;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928005808;"SIN OPERADOR"
928005809;"SIN OPERADOR"
928005810;"SIN OPERADOR"
928005811;"SIN OPERADOR"
928005812;"SIN OPERADOR"
928005813;"SIN OPERADOR"
928005814;"SIN OPERADOR"
928005815;"SIN OPERADOR"
928005816;"SIN OPERADOR"
928005817;"SIN OPERADOR"
928005818;"SIN OPERADOR"
928005819;"SIN OPERADOR"
928005820;"SIN OPERADOR"
928005821;"SIN OPERADOR"
928005822;"SIN OPERADOR"
928005823;"SIN OPERADOR"
928005824;"SIN OPERADOR"
928005825;"SIN OPERADOR"
928005826;"SIN OPERADOR"
928005827;"SIN OPERADOR"
928005828;"SIN OPERADOR"
928005829;"SIN OPERADOR"
928005830;"SIN OPERADOR"
928005831;"SIN OPERADOR"
928005832;"SIN OPERADOR"
928005833;"SIN OPERADOR"
928005834;"SIN OPERADOR"
928005835;"SIN OPERADOR"
928005836;"SIN OPERADOR"
928005837;"SIN OPERADOR"
928005838;"SIN OPERADOR"
928005839;"SIN OPERADOR"
928005840;"SIN OPERADOR"
928005841;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928005842;"SIN OPERADOR"
928005843;"SIN OPERADOR"
928005844;"SIN OPERADOR"
928005845;"SIN OPERADOR"
928005846;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928005847;"SIN OPERADOR"
928005848;"SIN OPERADOR"
928005849;"SIN OPERADOR"
928005850;"SIN OPERADOR"
928005851;"SIN OPERADOR"
928005852;"SIN OPERADOR"
928005853;"SIN OPERADOR"
928005854;"SIN OPERADOR"
928005855;"SIN OPERADOR"
928005856;"SIN OPERADOR"
928005857;"SIN OPERADOR"
928005858;"SIN OPERADOR"
928005859;"SIN OPERADOR"
928005860;"SIN OPERADOR"
928005861;"SIN OPERADOR"
928005862;"SIN OPERADOR"
928005863;"SIN OPERADOR"
928005864;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928005865;"SIN OPERADOR"
928005866;"SIN OPERADOR"
928005867;"SIN OPERADOR"
928005868;"SIN OPERADOR"
928005869;"SIN OPERADOR"
928005870;"SIN OPERADOR"
928005871;"SIN OPERADOR"
928005872;"SIN OPERADOR"
928005873;"SIN OPERADOR"
928005874;"SIN OPERADOR"
928005875;"SIN OPERADOR"
928005876;"SIN OPERADOR"
928005877;"SIN OPERADOR"
928005878;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928005879;"SIN OPERADOR"
928005880;"SIN OPERADOR"
928005881;"SIN OPERADOR"
928005882;"SIN OPERADOR"
928005883;"SIN OPERADOR"
928005884;"SIN OPERADOR"
928005885;"SIN OPERADOR"
928005886;"SIN OPERADOR"
928005887;"SIN OPERADOR"
928005888;"SIN OPERADOR"
928005889;"SIN OPERADOR"
928005890;"SIN OPERADOR"
928005891;"SIN OPERADOR"
928005892;"SIN OPERADOR"
928005893;"SIN OPERADOR"
928005894;"SIN OPERADOR"
928005895;"SIN OPERADOR"
928005896;"SIN OPERADOR"
928005897;"SIN OPERADOR"
928005898;"SIN OPERADOR"
928005899;"SIN OPERADOR"
928005900;"SIN OPERADOR"
928005901;"SIN OPERADOR"
928005902;"SIN OPERADOR"
928005903;"SIN OPERADOR"
928005904;"SIN OPERADOR"
928005905;"SIN OPERADOR"
928005906;"SIN OPERADOR"
928005907;"SIN OPERADOR"
928005908;"SIN OPERADOR"
928005909;"SIN OPERADOR"
928005910;"SIN OPERADOR"
928005911;"SIN OPERADOR"
928005912;"SIN OPERADOR"
928005913;"SIN OPERADOR"
928005914;"SIN OPERADOR"
928005915;"SIN OPERADOR"
928005916;"SIN OPERADOR"
928005917;"SIN OPERADOR"
928005918;"SIN OPERADOR"
928005919;"SIN OPERADOR"
928005920;"SIN OPERADOR"
928005921;"SIN OPERADOR"
928005922;"SIN OPERADOR"
928005923;"SIN OPERADOR"
928005924;"SIN OPERADOR"
928005925;"SIN OPERADOR"
928005926;"SIN OPERADOR"
928005927;"SIN OPERADOR"
928005928;"SIN OPERADOR"
928005929;"SIN OPERADOR"
928005930;"SIN OPERADOR"
928005931;"SIN OPERADOR"
928005932;"SIN OPERADOR"
928005933;"SIN OPERADOR"
928005934;"SIN OPERADOR"
928005935;"SIN OPERADOR"
928005936;"SIN OPERADOR"
928005937;"SIN OPERADOR"
928005938;"SIN OPERADOR"
928005939;"SIN OPERADOR"
928005940;"SIN OPERADOR"
928005941;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928005942;"SIN OPERADOR"
928005943;"SIN OPERADOR"
928005944;"SIN OPERADOR"
928005945;"SIN OPERADOR"
928005946;"SIN OPERADOR"
928005947;"SIN OPERADOR"
928005948;"SIN OPERADOR"
928005949;"SIN OPERADOR"
928005950;"SIN OPERADOR"
928005951;"SIN OPERADOR"
928005952;"SIN OPERADOR"
928005953;"SIN OPERADOR"
928005954;"SIN OPERADOR"
928005955;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928005956;"SIN OPERADOR"
928005957;"SIN OPERADOR"
928005958;"SIN OPERADOR"
928005959;"SIN OPERADOR"
928005960;"SIN OPERADOR"
928005961;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928005962;"SIN OPERADOR"
928005963;"SIN OPERADOR"
928005964;"SIN OPERADOR"
928005965;"SIN OPERADOR"
928005966;"SIN OPERADOR"
928005967;"SIN OPERADOR"
928005968;"SIN OPERADOR"
928005969;"SIN OPERADOR"
928005970;"SIN OPERADOR"
928005971;"SIN OPERADOR"
928005972;"SIN OPERADOR"
928005973;"SIN OPERADOR"
928005974;"SIN OPERADOR"
928005975;"SIN OPERADOR"
928005976;"SIN OPERADOR"
928005977;"SIN OPERADOR"
928005978;"SIN OPERADOR"
928005979;"SIN OPERADOR"
928005980;"SIN OPERADOR"
928005981;"SIN OPERADOR"
928005982;"SIN OPERADOR"
928005983;"SIN OPERADOR"
928005984;"SIN OPERADOR"
928005985;"SIN OPERADOR"
928005986;"SIN OPERADOR"
928005987;"SIN OPERADOR"
928005988;"SIN OPERADOR"
928005989;"SIN OPERADOR"
928005990;"SIN OPERADOR"
928005991;"SIN OPERADOR"
928005992;"SIN OPERADOR"
928005993;"SIN OPERADOR"
928005994;"SIN OPERADOR"
928005995;"SIN OPERADOR"
928005996;"SIN OPERADOR"
928005997;"SIN OPERADOR"
928005998;"SIN OPERADOR"
928005999;"SIN OPERADOR"
928006000;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928006001;"SIN OPERADOR"
928006002;"SIN OPERADOR"
928006003;"SIN OPERADOR"
928006004;"SIN OPERADOR"
928006005;"SIN OPERADOR"
928006006;"SIN OPERADOR"
928006007;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928006008;"SIN OPERADOR"
928006009;"SIN OPERADOR"
928006010;"SIN OPERADOR"
928006011;"SIN OPERADOR"
928006012;"SIN OPERADOR"
928006013;"SIN OPERADOR"
928006014;"SIN OPERADOR"
928006015;"SIN OPERADOR"
928006016;"SIN OPERADOR"
928006017;"SIN OPERADOR"
928006018;"SIN OPERADOR"
928006019;"France Telecom España"
928006020;"SIN OPERADOR"
928006021;"SIN OPERADOR"
928006022;"France Telecom España"
928006023;"SIN OPERADOR"
928006024;"SIN OPERADOR"
928006025;"France Telecom España"
928006026;"SIN OPERADOR"
928006027;"France Telecom España"
928006028;"SIN OPERADOR"
928006029;"SIN OPERADOR"
928006030;"SIN OPERADOR"
928006031;"SIN OPERADOR"
928006032;"SIN OPERADOR"
928006033;"SIN OPERADOR"
928006034;"SIN OPERADOR"
928006035;"SIN OPERADOR"
928006036;"SIN OPERADOR"
928006037;"SIN OPERADOR"
928006038;"SIN OPERADOR"
928006039;"SIN OPERADOR"
928006040;"SIN OPERADOR"
928006041;"SIN OPERADOR"
928006042;"SIN OPERADOR"
928006043;"SIN OPERADOR"
928006044;"SIN OPERADOR"
928006045;"SIN OPERADOR"
928006046;"SIN OPERADOR"
928006047;"SIN OPERADOR"
928006048;"SIN OPERADOR"
928006049;"SIN OPERADOR"
928006050;"SIN OPERADOR"
928006051;"SIN OPERADOR"
928006052;"SIN OPERADOR"
928006053;"SIN OPERADOR"
928006054;"SIN OPERADOR"
928006055;"SIN OPERADOR"
928006056;"SIN OPERADOR"
928006057;"SIN OPERADOR"
928006058;"SIN OPERADOR"
928006059;"SIN OPERADOR"
928006060;"SIN OPERADOR"
928006061;"SIN OPERADOR"
928006062;"SIN OPERADOR"
928006063;"SIN OPERADOR"
928006064;"SIN OPERADOR"
928006065;"SIN OPERADOR"
928006066;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928006067;"SIN OPERADOR"
928006068;"SIN OPERADOR"
928006069;"SIN OPERADOR"
928006070;"SIN OPERADOR"
928006071;"SIN OPERADOR"
928006072;"SIN OPERADOR"
928006073;"SIN OPERADOR"
928006074;"SIN OPERADOR"
928006075;"SIN OPERADOR"
928006076;"SIN OPERADOR"
928006077;"SIN OPERADOR"
928006078;"SIN OPERADOR"
928006079;"SIN OPERADOR"
928006080;"SIN OPERADOR"
928006081;"SIN OPERADOR"
928006082;"SIN OPERADOR"
928006083;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928006084;"SIN OPERADOR"
928006085;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928006086;"SIN OPERADOR"
928006087;"SIN OPERADOR"
928006088;"SIN OPERADOR"
928006089;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928006090;"SIN OPERADOR"
928006091;"SIN OPERADOR"
928006092;"SIN OPERADOR"
928006093;"SIN OPERADOR"
928006094;"SIN OPERADOR"
928006095;"SIN OPERADOR"
928006096;"SIN OPERADOR"
928006097;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928006098;"SIN OPERADOR"
928006099;"SIN OPERADOR"
928006100;"SIN OPERADOR"
928006101;"SIN OPERADOR"
928006102;"SIN OPERADOR"
928006103;"SIN OPERADOR"
928006104;"SIN OPERADOR"
928006105;"SIN OPERADOR"
928006106;"SIN OPERADOR"
928006107;"SIN OPERADOR"
928006108;"SIN OPERADOR"
928006109;"SIN OPERADOR"
928006110;"SIN OPERADOR"
928006111;"SIN OPERADOR"
928006112;"SIN OPERADOR"
928006113;"SIN OPERADOR"
928006114;"SIN OPERADOR"
928006115;"SIN OPERADOR"
928006116;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928006117;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928006118;"SIN OPERADOR"
928006119;"SIN OPERADOR"
928006120;"SIN OPERADOR"
928006121;"SIN OPERADOR"
928006122;"SIN OPERADOR"
928006123;"SIN OPERADOR"
928006124;"SIN OPERADOR"
928006125;"SIN OPERADOR"
928006126;"SIN OPERADOR"
928006127;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928006128;"SIN OPERADOR"
928006129;"SIN OPERADOR"
928006130;"SIN OPERADOR"
928006131;"SIN OPERADOR"
928006132;"SIN OPERADOR"
928006133;"SIN OPERADOR"
928006134;"SIN OPERADOR"
928006135;"SIN OPERADOR"
928006136;"SIN OPERADOR"
928006137;"SIN OPERADOR"
928006138;"SIN OPERADOR"
928006139;"SIN OPERADOR"
928006140;"SIN OPERADOR"
928006141;"SIN OPERADOR"
928006142;"SIN OPERADOR"
928006143;"SIN OPERADOR"
928006144;"SIN OPERADOR"
928006145;"SIN OPERADOR"
928006146;"SIN OPERADOR"
928006147;"SIN OPERADOR"
928006148;"SIN OPERADOR"
928006149;"SIN OPERADOR"
928006150;"SIN OPERADOR"
928006151;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928006152;"SIN OPERADOR"
928006153;"SIN OPERADOR"
928006154;"SIN OPERADOR"
928006155;"SIN OPERADOR"
928006156;"SIN OPERADOR"
928006157;"SIN OPERADOR"
928006158;"SIN OPERADOR"
928006159;"SIN OPERADOR"
928006160;"SIN OPERADOR"
928006161;"SIN OPERADOR"
928006162;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928006163;"SIN OPERADOR"
928006164;"SIN OPERADOR"
928006165;"SIN OPERADOR"
928006166;"SIN OPERADOR"
928006167;"SIN OPERADOR"
928006168;"SIN OPERADOR"
928006169;"SIN OPERADOR"
928006170;"SIN OPERADOR"
928006171;"SIN OPERADOR"
928006172;"SIN OPERADOR"
928006173;"SIN OPERADOR"
928006174;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928006175;"SIN OPERADOR"
928006176;"SIN OPERADOR"
928006177;"SIN OPERADOR"
928006178;"SIN OPERADOR"
928006179;"SIN OPERADOR"
928006180;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928006181;"SIN OPERADOR"
928006182;"SIN OPERADOR"
928006183;"SIN OPERADOR"
928006184;"SIN OPERADOR"
928006185;"SIN OPERADOR"
928006186;"SIN OPERADOR"
928006187;"SIN OPERADOR"
928006188;"SIN OPERADOR"
928006189;"SIN OPERADOR"
928006190;"SIN OPERADOR"
928006191;"SIN OPERADOR"
928006192;"SIN OPERADOR"
928006193;"SIN OPERADOR"
928006194;"SIN OPERADOR"
928006195;"SIN OPERADOR"
928006196;"SIN OPERADOR"
928006197;"SIN OPERADOR"
928006198;"SIN OPERADOR"
928006199;"SIN OPERADOR"
928006200;"SIN OPERADOR"
928006201;"SIN OPERADOR"
928006202;"SIN OPERADOR"
928006203;"SIN OPERADOR"
928006204;"SIN OPERADOR"
928006205;"SIN OPERADOR"
928006206;"SIN OPERADOR"
928006207;"SIN OPERADOR"
928006208;"SIN OPERADOR"
928006209;"SIN OPERADOR"
928006210;"SIN OPERADOR"
928006211;"SIN OPERADOR"
928006212;"SIN OPERADOR"
928006213;"SIN OPERADOR"
928006214;"SIN OPERADOR"
928006215;"SIN OPERADOR"
928006216;"SIN OPERADOR"
928006217;"SIN OPERADOR"
928006218;"SIN OPERADOR"
928006219;"SIN OPERADOR"
928006220;"SIN OPERADOR"
928006221;"SIN OPERADOR"
928006222;"SIN OPERADOR"
928006223;"SIN OPERADOR"
928006224;"SIN OPERADOR"
928006225;"SIN OPERADOR"
928006226;"SIN OPERADOR"
928006227;"SIN OPERADOR"
928006228;"SIN OPERADOR"
928006229;"SIN OPERADOR"
928006230;"SIN OPERADOR"
928006231;"SIN OPERADOR"
928006232;"SIN OPERADOR"
928006233;"SIN OPERADOR"
928006234;"SIN OPERADOR"
928006235;"SIN OPERADOR"
928006236;"SIN OPERADOR"
928006237;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928006238;"SIN OPERADOR"
928006239;"SIN OPERADOR"
928006240;"SIN OPERADOR"
928006241;"SIN OPERADOR"
928006242;"SIN OPERADOR"
928006243;"SIN OPERADOR"
928006244;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928006245;"SIN OPERADOR"
928006246;"SIN OPERADOR"
928006247;"SIN OPERADOR"
928006248;"SIN OPERADOR"
928006249;"SIN OPERADOR"
928006250;"SIN OPERADOR"
928006251;"SIN OPERADOR"
928006252;"SIN OPERADOR"
928006253;"SIN OPERADOR"
928006254;"SIN OPERADOR"
928006255;"SIN OPERADOR"
928006256;"SIN OPERADOR"
928006257;"SIN OPERADOR"
928006258;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928006259;"SIN OPERADOR"
928006260;"SIN OPERADOR"
928006261;"SIN OPERADOR"
928006262;"SIN OPERADOR"
928006263;"SIN OPERADOR"
928006264;"SIN OPERADOR"
928006265;"SIN OPERADOR"
928006266;"SIN OPERADOR"
928006267;"SIN OPERADOR"
928006268;"SIN OPERADOR"
928006269;"SIN OPERADOR"
928006270;"SIN OPERADOR"
928006271;"SIN OPERADOR"
928006272;"SIN OPERADOR"
928006273;"SIN OPERADOR"
928006274;"SIN OPERADOR"
928006275;"SIN OPERADOR"
928006276;"SIN OPERADOR"
928006277;"SIN OPERADOR"
928006278;"SIN OPERADOR"
928006279;"SIN OPERADOR"
928006280;"SIN OPERADOR"
928006281;"SIN OPERADOR"
928006282;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928006283;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928006284;"SIN OPERADOR"
928006285;"SIN OPERADOR"
928006286;"SIN OPERADOR"
928006287;"SIN OPERADOR"
928006288;"SIN OPERADOR"
928006289;"SIN OPERADOR"
928006290;"SIN OPERADOR"
928006291;"SIN OPERADOR"
928006292;"SIN OPERADOR"
928006293;"SIN OPERADOR"
928006294;"SIN OPERADOR"
928006295;"SIN OPERADOR"
928006296;"SIN OPERADOR"
928006297;"SIN OPERADOR"
928006298;"SIN OPERADOR"
928006299;"SIN OPERADOR"
928006300;"SIN OPERADOR"
928006301;"SIN OPERADOR"
928006302;"SIN OPERADOR"
928006303;"SIN OPERADOR"
928006304;"SIN OPERADOR"
928006305;"SIN OPERADOR"
928006306;"SIN OPERADOR"
