NUMERO;OPERADOR
928000811;"SIN OPERADOR"
928000812;"SIN OPERADOR"
928000813;"SIN OPERADOR"
928000814;"SIN OPERADOR"
928000815;"SIN OPERADOR"
928000816;"SIN OPERADOR"
928000817;"SIN OPERADOR"
928000818;"SIN OPERADOR"
928000819;"SIN OPERADOR"
928000820;"SIN OPERADOR"
928000821;"SIN OPERADOR"
928000822;"SIN OPERADOR"
928000823;"SIN OPERADOR"
928000824;"SIN OPERADOR"
928000825;"SIN OPERADOR"
928000826;"SIN OPERADOR"
928000827;"SIN OPERADOR"
928000828;"SIN OPERADOR"
928000829;"SIN OPERADOR"
928000830;"SIN OPERADOR"
928000831;"SIN OPERADOR"
928000832;"SIN OPERADOR"
928000833;"SIN OPERADOR"
928000834;"SIN OPERADOR"
928000835;"SIN OPERADOR"
928000836;"SIN OPERADOR"
928000837;"SIN OPERADOR"
928000838;"SIN OPERADOR"
928000839;"SIN OPERADOR"
928000840;"SIN OPERADOR"
928000841;"SIN OPERADOR"
928000842;"SIN OPERADOR"
928000843;"SIN OPERADOR"
928000844;"SIN OPERADOR"
928000845;"SIN OPERADOR"
928000846;"SIN OPERADOR"
928000847;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928000848;"SIN OPERADOR"
928000849;"SIN OPERADOR"
928000850;"SIN OPERADOR"
928000851;"SIN OPERADOR"
928000852;"SIN OPERADOR"
928000853;"SIN OPERADOR"
928000854;"SIN OPERADOR"
928000855;"SIN OPERADOR"
928000856;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928000857;"SIN OPERADOR"
928000858;"SIN OPERADOR"
928000859;"SIN OPERADOR"
928000860;"SIN OPERADOR"
928000861;"SIN OPERADOR"
928000862;"SIN OPERADOR"
928000863;"SIN OPERADOR"
928000864;"SIN OPERADOR"
928000865;"SIN OPERADOR"
928000866;"SIN OPERADOR"
928000867;"SIN OPERADOR"
928000868;"SIN OPERADOR"
928000869;"SIN OPERADOR"
928000870;"SIN OPERADOR"
928000871;"SIN OPERADOR"
928000872;"SIN OPERADOR"
928000873;"SIN OPERADOR"
928000874;"SIN OPERADOR"
928000875;"SIN OPERADOR"
928000876;"SIN OPERADOR"
928000877;"SIN OPERADOR"
928000878;"SIN OPERADOR"
928000879;"SIN OPERADOR"
928000880;"SIN OPERADOR"
928000881;"SIN OPERADOR"
928000882;"SIN OPERADOR"
928000883;"SIN OPERADOR"
928000884;"SIN OPERADOR"
928000885;"SIN OPERADOR"
928000886;"SIN OPERADOR"
928000887;"SIN OPERADOR"
928000888;"SIN OPERADOR"
928000889;"SIN OPERADOR"
928000890;"SIN OPERADOR"
928000891;"SIN OPERADOR"
928000892;"SIN OPERADOR"
928000893;"SIN OPERADOR"
928000894;"SIN OPERADOR"
928000895;"SIN OPERADOR"
928000896;"SIN OPERADOR"
928000897;"SIN OPERADOR"
928000898;"SIN OPERADOR"
928000899;"SIN OPERADOR"
928000900;"SIN OPERADOR"
928000901;"SIN OPERADOR"
928000902;"SIN OPERADOR"
928000903;"SIN OPERADOR"
928000904;"SIN OPERADOR"
928000905;"SIN OPERADOR"
928000906;"SIN OPERADOR"
928000907;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928000908;"SIN OPERADOR"
928000909;"SIN OPERADOR"
928000910;"SIN OPERADOR"
928000911;"SIN OPERADOR"
928000912;"SIN OPERADOR"
928000913;"SIN OPERADOR"
928000914;"SIN OPERADOR"
928000915;"SIN OPERADOR"
928000916;"SIN OPERADOR"
928000917;"SIN OPERADOR"
928000918;"SIN OPERADOR"
928000919;"SIN OPERADOR"
928000920;"SIN OPERADOR"
928000921;"SIN OPERADOR"
928000922;"SIN OPERADOR"
928000923;"SIN OPERADOR"
928000924;"SIN OPERADOR"
928000925;"SIN OPERADOR"
928000926;"SIN OPERADOR"
928000927;"SIN OPERADOR"
928000928;"SIN OPERADOR"
928000929;"SIN OPERADOR"
928000930;"SIN OPERADOR"
928000931;"SIN OPERADOR"
928000932;"SIN OPERADOR"
928000933;"SIN OPERADOR"
928000934;"SIN OPERADOR"
928000935;"SIN OPERADOR"
928000936;"SIN OPERADOR"
928000937;"SIN OPERADOR"
928000938;"SIN OPERADOR"
928000939;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928000940;"SIN OPERADOR"
928000941;"SIN OPERADOR"
928000942;"SIN OPERADOR"
928000943;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928000944;"SIN OPERADOR"
928000945;"SIN OPERADOR"
928000946;"SIN OPERADOR"
928000947;"SIN OPERADOR"
928000948;"SIN OPERADOR"
928000949;"SIN OPERADOR"
928000950;"SIN OPERADOR"
928000951;"SIN OPERADOR"
928000952;"SIN OPERADOR"
928000953;"SIN OPERADOR"
928000954;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928000955;"SIN OPERADOR"
928000956;"SIN OPERADOR"
928000957;"SIN OPERADOR"
928000958;"SIN OPERADOR"
928000959;"SIN OPERADOR"
928000960;"SIN OPERADOR"
928000961;"SIN OPERADOR"
928000962;"SIN OPERADOR"
928000963;"SIN OPERADOR"
928000964;"SIN OPERADOR"
928000965;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928000966;"SIN OPERADOR"
928000967;"SIN OPERADOR"
928000968;"SIN OPERADOR"
928000969;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928000970;"SIN OPERADOR"
928000971;"SIN OPERADOR"
928000972;"SIN OPERADOR"
928000973;"SIN OPERADOR"
928000974;"SIN OPERADOR"
928000975;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928000976;"SIN OPERADOR"
928000977;"SIN OPERADOR"
928000978;"SIN OPERADOR"
928000979;"SIN OPERADOR"
928000980;"SIN OPERADOR"
928000981;"SIN OPERADOR"
928000982;"SIN OPERADOR"
928000983;"SIN OPERADOR"
928000984;"SIN OPERADOR"
928000985;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928000986;"SIN OPERADOR"
928000987;"SIN OPERADOR"
928000988;"SIN OPERADOR"
928000989;"SIN OPERADOR"
928000990;"SIN OPERADOR"
928000991;"SIN OPERADOR"
928000992;"SIN OPERADOR"
928000993;"SIN OPERADOR"
928000994;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928000995;"SIN OPERADOR"
928000996;"SIN OPERADOR"
928000997;"SIN OPERADOR"
928000998;"SIN OPERADOR"
928000999;"SIN OPERADOR"
928001000;"SIN OPERADOR"
928001001;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928001002;"SIN OPERADOR"
928001003;"SIN OPERADOR"
928001004;"SIN OPERADOR"
928001005;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928001006;"SIN OPERADOR"
928001007;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928001008;"SIN OPERADOR"
928001009;"SIN OPERADOR"
928001010;"AUNA Telecomunicaciones S.A.U."
928001011;"SIN OPERADOR"
928001012;"AUNA Telecomunicaciones S.A.U."
928001013;"SIN OPERADOR"
928001014;"SIN OPERADOR"
928001015;"SIN OPERADOR"
928001016;"SIN OPERADOR"
928001017;"SIN OPERADOR"
928001018;"SIN OPERADOR"
928001019;"SIN OPERADOR"
928001020;"SIN OPERADOR"
928001021;"SIN OPERADOR"
928001022;"SIN OPERADOR"
928001023;"SIN OPERADOR"
928001024;"SIN OPERADOR"
928001025;"SIN OPERADOR"
928001026;"SIN OPERADOR"
928001027;"SIN OPERADOR"
928001028;"SIN OPERADOR"
928001029;"SIN OPERADOR"
928001030;"SIN OPERADOR"
928001031;"AUNA Telecomunicaciones S.A.U."
928001032;"SIN OPERADOR"
928001033;"SIN OPERADOR"
928001034;"SIN OPERADOR"
928001035;"SIN OPERADOR"
928001036;"SIN OPERADOR"
928001037;"SIN OPERADOR"
928001038;"AUNA Telecomunicaciones S.A.U."
928001039;"SIN OPERADOR"
928001040;"SIN OPERADOR"
928001041;"SIN OPERADOR"
928001042;"SIN OPERADOR"
928001043;"SIN OPERADOR"
928001044;"SIN OPERADOR"
928001045;"SIN OPERADOR"
928001046;"SIN OPERADOR"
928001047;"SIN OPERADOR"
928001048;"AUNA Telecomunicaciones S.A.U."
928001049;"SIN OPERADOR"
928001050;"SIN OPERADOR"
928001051;"SIN OPERADOR"
928001052;"SIN OPERADOR"
928001053;"SIN OPERADOR"
928001054;"SIN OPERADOR"
928001055;"SIN OPERADOR"
928001056;"SIN OPERADOR"
928001057;"SIN OPERADOR"
928001058;"SIN OPERADOR"
928001059;"SIN OPERADOR"
928001060;"SIN OPERADOR"
928001061;"SIN OPERADOR"
928001062;"SIN OPERADOR"
928001063;"SIN OPERADOR"
928001064;"SIN OPERADOR"
928001065;"SIN OPERADOR"
928001066;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928001067;"SIN OPERADOR"
928001068;"SIN OPERADOR"
928001069;"SIN OPERADOR"
928001070;"SIN OPERADOR"
928001071;"SIN OPERADOR"
928001072;"SIN OPERADOR"
928001073;"SIN OPERADOR"
928001074;"SIN OPERADOR"
928001075;"SIN OPERADOR"
928001076;"SIN OPERADOR"
928001077;"SIN OPERADOR"
928001078;"SIN OPERADOR"
928001079;"SIN OPERADOR"
928001080;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928001081;"SIN OPERADOR"
928001082;"SIN OPERADOR"
928001083;"SIN OPERADOR"
928001084;"SIN OPERADOR"
928001085;"SIN OPERADOR"
928001086;"SIN OPERADOR"
928001087;"SIN OPERADOR"
928001088;"SIN OPERADOR"
928001089;"SIN OPERADOR"
928001090;"SIN OPERADOR"
928001091;"SIN OPERADOR"
928001092;"SIN OPERADOR"
928001093;"SIN OPERADOR"
928001094;"SIN OPERADOR"
928001095;"SIN OPERADOR"
928001096;"SIN OPERADOR"
928001097;"SIN OPERADOR"
928001098;"SIN OPERADOR"
928001099;"SIN OPERADOR"
928001100;"SIN OPERADOR"
928001101;"SIN OPERADOR"
928001102;"SIN OPERADOR"
928001103;"SIN OPERADOR"
928001104;"SIN OPERADOR"
928001105;"SIN OPERADOR"
928001106;"SIN OPERADOR"
928001107;"SIN OPERADOR"
928001108;"SIN OPERADOR"
928001109;"AUNA Telecomunicaciones S.A.U."
928001110;"SIN OPERADOR"
928001111;"SIN OPERADOR"
928001112;"SIN OPERADOR"
928001113;"SIN OPERADOR"
928001114;"SIN OPERADOR"
928001115;"SIN OPERADOR"
928001116;"SIN OPERADOR"
928001117;"SIN OPERADOR"
928001118;"SIN OPERADOR"
928001119;"SIN OPERADOR"
928001120;"SIN OPERADOR"
928001121;"SIN OPERADOR"
928001122;"SIN OPERADOR"
928001123;"SIN OPERADOR"
928001124;"SIN OPERADOR"
928001125;"SIN OPERADOR"
928001126;"SIN OPERADOR"
928001127;"SIN OPERADOR"
928001128;"SIN OPERADOR"
928001129;"SIN OPERADOR"
928001130;"SIN OPERADOR"
928001131;"SIN OPERADOR"
928001132;"SIN OPERADOR"
928001133;"SIN OPERADOR"
928001134;"SIN OPERADOR"
928001135;"SIN OPERADOR"
928001136;"SIN OPERADOR"
928001137;"SIN OPERADOR"
928001138;"SIN OPERADOR"
928001139;"SIN OPERADOR"
928001140;"SIN OPERADOR"
928001141;"SIN OPERADOR"
928001142;"SIN OPERADOR"
928001143;"SIN OPERADOR"
928001144;"SIN OPERADOR"
928001145;"SIN OPERADOR"
928001146;"AUNA Telecomunicaciones S.A.U."
928001147;"SIN OPERADOR"
928001148;"SIN OPERADOR"
928001149;"SIN OPERADOR"
928001150;"SIN OPERADOR"
928001151;"SIN OPERADOR"
928001152;"SIN OPERADOR"
928001153;"SIN OPERADOR"
928001154;"AUNA Telecomunicaciones S.A.U."
928001155;"SIN OPERADOR"
928001156;"SIN OPERADOR"
928001157;"SIN OPERADOR"
928001158;"SIN OPERADOR"
928001159;"SIN OPERADOR"
928001160;"SIN OPERADOR"
928001161;"SIN OPERADOR"
928001162;"SIN OPERADOR"
928001163;"SIN OPERADOR"
928001164;"SIN OPERADOR"
928001165;"SIN OPERADOR"
928001166;"SIN OPERADOR"
928001167;"SIN OPERADOR"
928001168;"SIN OPERADOR"
928001169;"SIN OPERADOR"
928001170;"AUNA Telecomunicaciones S.A.U."
928001171;"SIN OPERADOR"
928001172;"SIN OPERADOR"
928001173;"SIN OPERADOR"
928001174;"SIN OPERADOR"
928001175;"SIN OPERADOR"
928001176;"SIN OPERADOR"
928001177;"SIN OPERADOR"
928001178;"SIN OPERADOR"
928001179;"SIN OPERADOR"
928001180;"SIN OPERADOR"
928001181;"SIN OPERADOR"
928001182;"SIN OPERADOR"
928001183;"SIN OPERADOR"
928001184;"SIN OPERADOR"
928001185;"SIN OPERADOR"
928001186;"SIN OPERADOR"
928001187;"SIN OPERADOR"
928001188;"SIN OPERADOR"
928001189;"SIN OPERADOR"
928001190;"SIN OPERADOR"
928001191;"SIN OPERADOR"
928001192;"SIN OPERADOR"
928001193;"SIN OPERADOR"
928001194;"SIN OPERADOR"
928001195;"SIN OPERADOR"
928001196;"SIN OPERADOR"
928001197;"SIN OPERADOR"
928001198;"SIN OPERADOR"
928001199;"SIN OPERADOR"
928001200;"SIN OPERADOR"
928001201;"SIN OPERADOR"
928001202;"SIN OPERADOR"
928001203;"SIN OPERADOR"
928001204;"SIN OPERADOR"
928001205;"SIN OPERADOR"
928001206;"SIN OPERADOR"
928001207;"SIN OPERADOR"
928001208;"SIN OPERADOR"
928001209;"SIN OPERADOR"
928001210;"SIN OPERADOR"
928001211;"SIN OPERADOR"
928001212;"SIN OPERADOR"
928001213;"SIN OPERADOR"
928001214;"SIN OPERADOR"
928001215;"SIN OPERADOR"
928001216;"SIN OPERADOR"
928001217;"SIN OPERADOR"
928001218;"SIN OPERADOR"
928001219;"SIN OPERADOR"
928001220;"SIN OPERADOR"
928001221;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928001222;"SIN OPERADOR"
928001223;"SIN OPERADOR"
928001224;"SIN OPERADOR"
928001225;"SIN OPERADOR"
928001226;"SIN OPERADOR"
928001227;"SIN OPERADOR"
928001228;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928001229;"SIN OPERADOR"
928001230;"SIN OPERADOR"
928001231;"SIN OPERADOR"
928001232;"SIN OPERADOR"
928001233;"SIN OPERADOR"
928001234;"SIN OPERADOR"
928001235;"SIN OPERADOR"
928001236;"SIN OPERADOR"
928001237;"SIN OPERADOR"
928001238;"SIN OPERADOR"
928001239;"SIN OPERADOR"
928001240;"SIN OPERADOR"
928001241;"SIN OPERADOR"
928001242;"SIN OPERADOR"
928001243;"SIN OPERADOR"
928001244;"SIN OPERADOR"
928001245;"SIN OPERADOR"
928001246;"SIN OPERADOR"
928001247;"SIN OPERADOR"
928001248;"SIN OPERADOR"
928001249;"SIN OPERADOR"
928001250;"SIN OPERADOR"
928001251;"SIN OPERADOR"
928001252;"SIN OPERADOR"
928001253;"SIN OPERADOR"
928001254;"SIN OPERADOR"
928001255;"SIN OPERADOR"
928001256;"SIN OPERADOR"
928001257;"SIN OPERADOR"
928001258;"SIN OPERADOR"
928001259;"SIN OPERADOR"
928001260;"SIN OPERADOR"
928001261;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928001262;"SIN OPERADOR"
928001263;"SIN OPERADOR"
928001264;"SIN OPERADOR"
928001265;"SIN OPERADOR"
928001266;"SIN OPERADOR"
928001267;"SIN OPERADOR"
928001268;"SIN OPERADOR"
928001269;"SIN OPERADOR"
928001270;"SIN OPERADOR"
928001271;"SIN OPERADOR"
928001272;"SIN OPERADOR"
928001273;"SIN OPERADOR"
928001274;"SIN OPERADOR"
928001275;"SIN OPERADOR"
928001276;"SIN OPERADOR"
928001277;"SIN OPERADOR"
928001278;"SIN OPERADOR"
928001279;"SIN OPERADOR"
928001280;"SIN OPERADOR"
928001281;"SIN OPERADOR"
928001282;"SIN OPERADOR"
928001283;"SIN OPERADOR"
928001284;"SIN OPERADOR"
928001285;"SIN OPERADOR"
928001286;"SIN OPERADOR"
928001287;"SIN OPERADOR"
928001288;"SIN OPERADOR"
928001289;"SIN OPERADOR"
928001290;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928001291;"SIN OPERADOR"
928001292;"SIN OPERADOR"
928001293;"SIN OPERADOR"
928001294;"SIN OPERADOR"
928001295;"SIN OPERADOR"
928001296;"SIN OPERADOR"
928001297;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928001298;"SIN OPERADOR"
928001299;"SIN OPERADOR"
928001300;"SIN OPERADOR"
928001301;"SIN OPERADOR"
928001302;"SIN OPERADOR"
928001303;"SIN OPERADOR"
928001304;"SIN OPERADOR"
928001305;"SIN OPERADOR"
928001306;"SIN OPERADOR"
928001307;"SIN OPERADOR"
928001308;"SIN OPERADOR"
928001309;"SIN OPERADOR"
928001310;"SIN OPERADOR"
928001311;"SIN OPERADOR"
928001312;"SIN OPERADOR"
928001313;"SIN OPERADOR"
928001314;"SIN OPERADOR"
928001315;"SIN OPERADOR"
928001316;"SIN OPERADOR"
928001317;"SIN OPERADOR"
928001318;"SIN OPERADOR"
928001319;"SIN OPERADOR"
928001320;"SIN OPERADOR"
928001321;"SIN OPERADOR"
928001322;"SIN OPERADOR"
928001323;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928001324;"SIN OPERADOR"
928001325;"SIN OPERADOR"
928001326;"SIN OPERADOR"
928001327;"SIN OPERADOR"
928001328;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928001329;"SIN OPERADOR"
928001330;"SIN OPERADOR"
928001331;"SIN OPERADOR"
928001332;"SIN OPERADOR"
928001333;"SIN OPERADOR"
928001334;"SIN OPERADOR"
928001335;"SIN OPERADOR"
928001336;"SIN OPERADOR"
928001337;"SIN OPERADOR"
928001338;"SIN OPERADOR"
928001339;"SIN OPERADOR"
928001340;"SIN OPERADOR"
928001341;"SIN OPERADOR"
928001342;"SIN OPERADOR"
928001343;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928001344;"SIN OPERADOR"
928001345;"SIN OPERADOR"
928001346;"SIN OPERADOR"
928001347;"SIN OPERADOR"
928001348;"SIN OPERADOR"
928001349;"SIN OPERADOR"
928001350;"SIN OPERADOR"
928001351;"SIN OPERADOR"
928001352;"SIN OPERADOR"
928001353;"SIN OPERADOR"
928001354;"SIN OPERADOR"
928001355;"SIN OPERADOR"
928001356;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928001357;"SIN OPERADOR"
928001358;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928001359;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928001360;"SIN OPERADOR"
928001361;"SIN OPERADOR"
928001362;"SIN OPERADOR"
928001363;"SIN OPERADOR"
928001364;"SIN OPERADOR"
928001365;"SIN OPERADOR"
928001366;"SIN OPERADOR"
928001367;"SIN OPERADOR"
928001368;"SIN OPERADOR"
928001369;"SIN OPERADOR"
928001370;"SIN OPERADOR"
928001371;"SIN OPERADOR"
928001372;"SIN OPERADOR"
928001373;"SIN OPERADOR"
928001374;"SIN OPERADOR"
928001375;"SIN OPERADOR"
928001376;"SIN OPERADOR"
928001377;"SIN OPERADOR"
928001378;"SIN OPERADOR"
928001379;"SIN OPERADOR"
928001380;"SIN OPERADOR"
928001381;"SIN OPERADOR"
928001382;"SIN OPERADOR"
928001383;"SIN OPERADOR"
928001384;"SIN OPERADOR"
928001385;"SIN OPERADOR"
928001386;"SIN OPERADOR"
928001387;"SIN OPERADOR"
928001388;"SIN OPERADOR"
928001389;"SIN OPERADOR"
928001390;"SIN OPERADOR"
928001391;"SIN OPERADOR"
928001392;"SIN OPERADOR"
928001393;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928001394;"SIN OPERADOR"
928001395;"SIN OPERADOR"
928001396;"SIN OPERADOR"
928001397;"SIN OPERADOR"
928001398;"SIN OPERADOR"
928001399;"SIN OPERADOR"
928001400;"SIN OPERADOR"
928001401;"SIN OPERADOR"
928001402;"SIN OPERADOR"
928001403;"SIN OPERADOR"
928001404;"SIN OPERADOR"
928001405;"SIN OPERADOR"
928001406;"SIN OPERADOR"
928001407;"SIN OPERADOR"
928001408;"SIN OPERADOR"
928001409;"SIN OPERADOR"
928001410;"SIN OPERADOR"
928001411;"SIN OPERADOR"
928001412;"SIN OPERADOR"
928001413;"SIN OPERADOR"
928001414;"SIN OPERADOR"
928001415;"SIN OPERADOR"
928001416;"SIN OPERADOR"
928001417;"SIN OPERADOR"
928001418;"SIN OPERADOR"
928001419;"SIN OPERADOR"
928001420;"SIN OPERADOR"
928001421;"SIN OPERADOR"
928001422;"SIN OPERADOR"
928001423;"SIN OPERADOR"
928001424;"SIN OPERADOR"
928001425;"SIN OPERADOR"
928001426;"AUNA Telecomunicaciones S.A.U."
928001427;"SIN OPERADOR"
928001428;"SIN OPERADOR"
928001429;"SIN OPERADOR"
928001430;"SIN OPERADOR"
928001431;"SIN OPERADOR"
928001432;"SIN OPERADOR"
928001433;"SIN OPERADOR"
928001434;"SIN OPERADOR"
928001435;"SIN OPERADOR"
928001436;"SIN OPERADOR"
928001437;"SIN OPERADOR"
928001438;"SIN OPERADOR"
928001439;"SIN OPERADOR"
928001440;"SIN OPERADOR"
928001441;"SIN OPERADOR"
928001442;"SIN OPERADOR"
928001443;"SIN OPERADOR"
928001444;"SIN OPERADOR"
928001445;"SIN OPERADOR"
928001446;"SIN OPERADOR"
928001447;"SIN OPERADOR"
928001448;"SIN OPERADOR"
928001449;"SIN OPERADOR"
928001450;"SIN OPERADOR"
928001451;"SIN OPERADOR"
928001452;"SIN OPERADOR"
928001453;"SIN OPERADOR"
928001454;"SIN OPERADOR"
928001455;"SIN OPERADOR"
928001456;"SIN OPERADOR"
928001457;"SIN OPERADOR"
928001458;"SIN OPERADOR"
928001459;"SIN OPERADOR"
928001460;"SIN OPERADOR"
928001461;"SIN OPERADOR"
928001462;"SIN OPERADOR"
928001463;"SIN OPERADOR"
928001464;"SIN OPERADOR"
928001465;"SIN OPERADOR"
928001466;"SIN OPERADOR"
928001467;"SIN OPERADOR"
928001468;"SIN OPERADOR"
928001469;"SIN OPERADOR"
928001470;"SIN OPERADOR"
928001471;"SIN OPERADOR"
928001472;"SIN OPERADOR"
928001473;"SIN OPERADOR"
928001474;"AUNA Telecomunicaciones S.A.U."
928001475;"SIN OPERADOR"
928001476;"SIN OPERADOR"
928001477;"SIN OPERADOR"
928001478;"SIN OPERADOR"
928001479;"SIN OPERADOR"
928001480;"AUNA Telecomunicaciones S.A.U."
928001481;"AUNA Telecomunicaciones S.A.U."
928001482;"SIN OPERADOR"
928001483;"SIN OPERADOR"
928001484;"SIN OPERADOR"
928001485;"SIN OPERADOR"
928001486;"SIN OPERADOR"
928001487;"SIN OPERADOR"
928001488;"SIN OPERADOR"
928001489;"SIN OPERADOR"
928001490;"AUNA Telecomunicaciones S.A.U."
928001491;"SIN OPERADOR"
928001492;"SIN OPERADOR"
928001493;"SIN OPERADOR"
928001494;"SIN OPERADOR"
928001495;"SIN OPERADOR"
928001496;"SIN OPERADOR"
928001497;"SIN OPERADOR"
928001498;"SIN OPERADOR"
928001499;"SIN OPERADOR"
928001500;"SIN OPERADOR"
928001501;"SIN OPERADOR"
928001502;"SIN OPERADOR"
928001503;"SIN OPERADOR"
928001504;"SIN OPERADOR"
928001505;"SIN OPERADOR"
928001506;"SIN OPERADOR"
928001507;"SIN OPERADOR"
928001508;"SIN OPERADOR"
928001509;"SIN OPERADOR"
928001510;"SIN OPERADOR"
928001511;"SIN OPERADOR"
928001512;"SIN OPERADOR"
928001513;"SIN OPERADOR"
928001514;"SIN OPERADOR"
928001515;"SIN OPERADOR"
928001516;"SIN OPERADOR"
928001517;"SIN OPERADOR"
928001518;"SIN OPERADOR"
928001519;"Least Cost Routing Telecom S.L."
928001520;"Least Cost Routing Telecom S.L."
928001521;"SIN OPERADOR"
928001522;"SIN OPERADOR"
928001523;"SIN OPERADOR"
928001524;"SIN OPERADOR"
928001525;"SIN OPERADOR"
928001526;"SIN OPERADOR"
928001527;"SIN OPERADOR"
928001528;"SIN OPERADOR"
928001529;"SIN OPERADOR"
928001530;"SIN OPERADOR"
928001531;"SIN OPERADOR"
928001532;"Least Cost Routing Telecom S.L."
928001533;"SIN OPERADOR"
928001534;"SIN OPERADOR"
928001535;"SIN OPERADOR"
928001536;"SIN OPERADOR"
928001537;"SIN OPERADOR"
928001538;"SIN OPERADOR"
928001539;"SIN OPERADOR"
928001540;"SIN OPERADOR"
928001541;"SIN OPERADOR"
928001542;"SIN OPERADOR"
928001543;"SIN OPERADOR"
928001544;"SIN OPERADOR"
928001545;"SIN OPERADOR"
928001546;"SIN OPERADOR"
928001547;"Least Cost Routing Telecom S.L."
928001548;"SIN OPERADOR"
928001549;"SIN OPERADOR"
928001550;"SIN OPERADOR"
928001551;"SIN OPERADOR"
928001552;"SIN OPERADOR"
928001553;"SIN OPERADOR"
928001554;"SIN OPERADOR"
928001555;"SIN OPERADOR"
928001556;"SIN OPERADOR"
928001557;"SIN OPERADOR"
928001558;"SIN OPERADOR"
928001559;"SIN OPERADOR"
928001560;"SIN OPERADOR"
928001561;"SIN OPERADOR"
928001562;"SIN OPERADOR"
928001563;"SIN OPERADOR"
928001564;"SIN OPERADOR"
928001565;"Least Cost Routing Telecom S.L."
928001566;"SIN OPERADOR"
928001567;"SIN OPERADOR"
928001568;"Least Cost Routing Telecom S.L."
928001569;"Least Cost Routing Telecom S.L."
928001570;"SIN OPERADOR"
928001571;"SIN OPERADOR"
928001572;"SIN OPERADOR"
928001573;"SIN OPERADOR"
928001574;"SIN OPERADOR"
928001575;"SIN OPERADOR"
928001576;"SIN OPERADOR"
928001577;"SIN OPERADOR"
928001578;"SIN OPERADOR"
928001579;"Least Cost Routing Telecom S.L."
928001580;"SIN OPERADOR"
928001581;"SIN OPERADOR"
928001582;"SIN OPERADOR"
928001583;"SIN OPERADOR"
928001584;"SIN OPERADOR"
928001585;"SIN OPERADOR"
928001586;"SIN OPERADOR"
928001587;"SIN OPERADOR"
928001588;"SIN OPERADOR"
928001589;"Retecal S.A. Operadora de Telecomunicaciones de Castilla y Leon S.A."
928001590;"SIN OPERADOR"
928001591;"SIN OPERADOR"
928001592;"SIN OPERADOR"
928001593;"SIN OPERADOR"
928001594;"SIN OPERADOR"
928001595;"SIN OPERADOR"
928001596;"SIN OPERADOR"
928001597;"SIN OPERADOR"
928001598;"SIN OPERADOR"
928001599;"SIN OPERADOR"
928001600;"SIN OPERADOR"
928001601;"SIN OPERADOR"
928001602;"SIN OPERADOR"
928001603;"SIN OPERADOR"
928001604;"Vodafone España S.A.U-C"
928001605;"SIN OPERADOR"
928001606;"SIN OPERADOR"
928001607;"SIN OPERADOR"
928001608;"SIN OPERADOR"
928001609;"SIN OPERADOR"
928001610;"SIN OPERADOR"
928001611;"SIN OPERADOR"
928001612;"SIN OPERADOR"
928001613;"SIN OPERADOR"
928001614;"SIN OPERADOR"
928001615;"SIN OPERADOR"
928001616;"SIN OPERADOR"
928001617;"SIN OPERADOR"
928001618;"SIN OPERADOR"
928001619;"SIN OPERADOR"
928001620;"SIN OPERADOR"
928001621;"SIN OPERADOR"
928001622;"SIN OPERADOR"
928001623;"SIN OPERADOR"
928001624;"SIN OPERADOR"
928001625;"SIN OPERADOR"
928001626;"SIN OPERADOR"
928001627;"SIN OPERADOR"
